n,row-seq,col-seq,row-par-3,row-par-6,row-par-12,row-par-24,row-par-48,row-par-96,col-par-3,col-par-6,col-par-12,col-par-24,col-par-48,col-par-96
8500,1.369768,1.996669,1.574742,1.674374,1.778830,2.542695,2.880610,3.794201,1.637380,1.736172,1.948729,2.345462,2.492252,2.864088
9000,1.534945,2.271127,1.713761,1.822510,2.346549,3.977280,3.122605,7.082536,1.836718,1.954126,2.080999,2.495312,3.059306,3.273057
9500,1.712601,2.564027,1.894827,2.033529,2.245688,3.424213,3.235134,6.227000,2.133182,2.146007,2.382667,2.814194,3.407204,3.449167
1000,0.018713,0.020213,0.032816,0.026493,0.012603,0.006470,0.021779,0.038358,0.041108,0.026993,0.039238,0.020786,0.019880,0.014685
10000,1.903279,2.937827,2.073174,2.201162,2.568708,4.577322,4.251698,7.350490,2.243891,2.343683,2.642920,3.355228,3.684512,3.932604
1500,0.042138,0.042523,0.075779,0.080808,0.090493,0.066926,0.055903,0.034889,0.073627,0.090995,0.105323,0.094624,0.015866,0.038927
2000,0.075317,0.077558,0.109305,0.146115,0.150001,0.169660,0.194726,0.095053,0.102204,0.118328,0.170736,0.163979,0.066781,0.084203
2500,0.117086,0.122940,0.156769,0.192969,0.241551,0.184346,0.320781,0.251098,0.157201,0.172509,0.199239,0.243885,0.147100,0.300672
3000,0.168627,0.179704,0.205691,0.242317,0.279049,0.406255,0.292641,0.290154,0.209379,0.238527,0.242751,0.300737,0.352457,0.171660
3500,0.229957,0.250446,0.278588,0.313649,0.360876,0.438793,0.565776,0.412866,0.290882,0.295065,0.335983,0.374091,0.463850,0.482859
4000,0.299887,0.343447,0.342208,0.387608,0.443320,0.507103,0.594730,0.506650,0.377859,0.389435,0.471587,0.440252,0.709575,0.415150
4500,0.380227,0.446846,0.430217,0.471790,0.545029,0.759445,0.619315,0.706721,0.465390,0.526017,0.569277,0.744953,0.755081,0.790696
500,0.005155,0.004898,0.005614,0.001688,0.003667,0.002170,0.007139,0.019447,0.006384,0.001361,0.001888,0.004742,0.007035,0.015308
5000,0.467793,0.573180,0.517469,0.560950,0.688201,0.929134,0.938175,0.737518,0.631103,0.666476,0.720325,0.770046,0.990969,0.668453
5500,0.573789,0.716741,0.627654,0.706227,0.787748,0.829086,0.956229,0.876222,0.682535,0.729878,0.873511,1.004829,0.987498,0.851593
6000,0.681626,0.912717,0.801826,0.920326,1.270356,1.258861,1.857678,1.283625,0.848671,0.917191,1.054217,1.424579,1.539001,1.683394
6500,0.801850,1.057254,0.933180,0.914923,1.094408,1.709540,2.197586,2.167289,0.985464,1.040906,1.227190,1.559027,1.739077,2.001352
7000,0.924516,1.260187,1.072420,1.183130,1.347726,1.841003,3.470015,2.902384,1.158360,1.217185,1.309210,1.674982,1.890678,2.297952
7500,1.088420,1.524331,1.216248,1.344601,1.547475,3.363889,1.954220,4.979398,1.306553,1.366300,1.564241,1.635834,2.050174,2.071860
8000,1.218038,1.767199,1.367769,1.421001,2.004345,2.356063,2.831100,3.409557,1.484207,1.682632,1.708393,1.941091,2.534244,2.968335
8500,1.366176,2.003858,1.547395,1.687576,1.833624,2.559515,2.805592,6.983680,1.636468,1.739658,1.944406,2.653201,2.955138,2.883417
9000,1.534776,2.249102,1.683548,1.763685,2.114858,3.942058,3.660009,3.637252,1.878155,1.988813,2.208244,2.842248,3.143050,3.311998
9500,1.708396,2.682507,1.895161,2.025916,2.456460,4.231020,4.051040,3.583538,2.073739,2.134600,2.242396,2.973343,3.324426,3.686243
1000,0.019112,0.020009,0.036469,0.038757,0.046516,0.020966,0.022960,0.019332,0.035039,0.025565,0.034833,0.008629,0.016116,0.023503
10000,1.907476,2.970937,2.031017,2.154489,2.399327,4.417622,3.421810,6.679442,2.247370,2.345528,2.345968,2.935432,3.724453,3.907356
1500,0.042139,0.042237,0.075005,0.097425,0.100634,0.095556,0.046516,0.041554,0.069445,0.074924,0.087330,0.081674,0.033748,0.040737
2000,0.074933,0.078033,0.111728,0.146313,0.166660,0.204919,0.077102,0.117366,0.107906,0.143075,0.136740,0.161455,0.227882,0.120382
2500,0.116958,0.123128,0.148113,0.179184,0.220701,0.194626,0.318820,0.199377,0.159938,0.166826,0.216572,0.239732,0.167892,0.229871
3000,0.168404,0.180268,0.206904,0.213513,0.320663,0.282970,0.438847,0.240064,0.213418,0.246887,0.290781,0.278054,0.301662,0.274668
3500,0.231414,0.249072,0.271306,0.306036,0.359668,0.453426,0.346090,0.472501,0.292544,0.301214,0.371420,0.408376,0.360558,0.291583
4000,0.300021,0.340843,0.349403,0.400155,0.419333,0.569894,0.656384,0.461078,0.380698,0.438508,0.426804,0.552777,0.482433,0.417935
4500,0.378882,0.457818,0.431019,0.466268,0.580317,0.773464,0.764633,0.578660,0.467287,0.491449,0.534767,0.746174,0.722761,0.773020
500,0.004705,0.004788,0.002516,0.005541,0.003748,0.007201,0.007701,0.016928,0.006940,0.005859,0.003126,0.001610,0.007096,0.016138
5000,0.475324,0.568293,0.525234,0.626733,0.687203,0.756923,0.901052,0.688593,0.570121,0.611349,0.691176,0.718247,0.732834,0.747737
5500,0.574354,0.722834,0.647193,0.684015,0.861128,0.905425,0.888596,0.951161,0.678423,0.788803,0.828819,0.859192,1.133925,0.937918
6000,0.681195,0.909920,0.857848,0.850874,1.312188,2.854341,1.159757,1.602235,0.845655,0.899282,1.044239,1.252357,1.386347,1.725649
6500,0.799277,1.071538,0.876541,1.042751,1.227122,1.237709,1.919985,2.850942,0.996134,1.075978,1.175969,1.634634,1.886900,1.772884
7000,0.924088,1.257517,1.063344,1.168265,1.566585,1.411080,2.007630,2.553362,1.157454,1.206938,1.371060,1.684941,1.707908,1.782509
7500,1.093565,1.549932,1.231386,1.337795,1.790758,3.348427,2.948492,5.399982,1.272306,1.358960,1.460436,1.866921,1.858134,2.474098
8000,1.218055,1.767668,1.293525,1.545821,1.704987,1.762790,3.247861,2.687948,1.472240,1.550815,1.608944,1.854099,2.615038,2.690842
8500,1.373803,1.941583,1.530782,1.684178,2.130215,2.708233,3.176852,7.241815,1.654965,1.728400,1.970768,2.395828,2.520170,3.338674
9000,1.530031,2.260245,1.699883,1.801596,2.255680,2.934544,3.067813,3.927295,1.846411,1.940377,2.031736,2.499135,3.477014,2.851520
9500,1.707484,2.584376,1.886502,2.027776,2.460519,4.276074,4.112592,4.435088,2.092857,2.137053,2.454756,3.099278,3.320444,3.565748
1000,0.018705,0.020101,0.032448,0.027836,0.018457,0.014289,0.018911,0.032060,0.039848,0.026005,0.025303,0.015448,0.016790,0.026366
10000,1.944389,2.886978,1.995812,2.212182,2.742548,3.532682,4.873696,7.068566,2.283657,2.404848,2.669490,3.156874,3.783954,3.834470
1500,0.042128,0.042360,0.076564,0.067765,0.094896,0.109625,0.058749,0.040701,0.072823,0.072364,0.102562,0.079889,0.037277,0.038809
2000,0.075013,0.078116,0.110806,0.147299,0.108088,0.175789,0.050810,0.084788,0.111477,0.123836,0.158619,0.112974,0.185842,0.103423
2500,0.117139,0.122848,0.184353,0.196826,0.173895,0.255248,0.309931,0.349233,0.167676,0.175974,0.246795,0.182393,0.271919,0.205127
3000,0.171082,0.179944,0.205585,0.242381,0.326700,0.396887,0.208571,0.415131,0.210451,0.246397,0.249674,0.370633,0.411028,0.254831
3500,0.229553,0.250524,0.266941,0.300702,0.362338,0.349171,0.311907,0.402472,0.295723,0.296944,0.348932,0.485027,0.284586,0.283596
4000,0.300407,0.343201,0.349834,0.389416,0.485668,0.636855,0.642262,0.515743,0.377871,0.388375,0.423731,0.553956,0.664760,0.448570
4500,0.379455,0.467502,0.476744,0.482928,0.556608,0.594966,0.811413,0.780286,0.461517,0.489375,0.611684,0.640528,0.743195,0.536482
500,0.005260,0.004909,0.007124,0.000962,0.002580,0.004287,0.006216,0.015964,0.012443,0.002509,0.003964,0.003522,0.006713,0.016182
5000,0.469444,0.589751,0.524105,0.614883,0.689938,0.864306,0.953638,0.805861,0.565207,0.596009,0.817010,0.928602,0.803081,0.751866
5500,0.573907,0.707497,0.624129,0.661920,0.902295,0.915968,0.924349,0.905876,0.682494,0.745223,0.866594,0.884954,0.963170,1.019646
6000,0.682016,0.898375,0.744660,0.926115,1.041382,1.269319,1.708384,1.615831,0.847057,0.920802,0.941525,1.274919,1.341133,1.772307
6500,0.803360,1.072734,0.939667,0.970686,1.056198,2.889979,1.963070,1.836772,1.006598,1.076677,1.190474,1.519691,1.875877,1.919819
7000,0.950823,1.274459,1.072316,1.161370,1.215705,2.892180,1.878431,5.679144,1.129477,1.203514,1.392579,1.601363,1.874149,2.060050
7500,1.075148,1.522678,1.146189,1.334973,1.710757,1.619966,4.053231,2.941062,1.300366,1.365783,1.502138,1.614333,2.354782,2.382796
8000,1.220297,1.743340,1.377205,1.535935,1.521741,2.502231,5.586071,6.158028,1.473644,1.550377,1.705780,1.970083,2.505044,2.631925
8500,1.368847,2.025051,1.483217,1.592797,1.895706,2.760588,2.238505,4.448028,1.596524,1.726498,1.797378,2.825910,3.025987,3.665125
9000,1.528974,2.351058,1.646774,1.776115,2.247139,2.271230,3.099560,3.264261,1.834027,1.941164,2.075674,2.859582,2.762641,3.045411
9500,1.713527,2.566783,1.923850,2.034192,2.469749,3.215080,4.054930,6.490936,2.055617,2.119565,2.433977,3.095085,3.320122,3.449798
1000,0.018695,0.020115,0.034882,0.023919,0.017197,0.033040,0.015599,0.028487,0.041200,0.032077,0.035327,0.012854,0.024500,0.023226
10000,1.899806,2.922435,2.069992,2.213543,2.748676,3.681468,3.580884,6.991652,2.172221,2.390729,2.679020,2.780106,3.326642,3.814183
1500,0.042154,0.042334,0.056285,0.090477,0.101922,0.068748,0.049622,0.054278,0.073351,0.074673,0.084541,0.085227,0.037134,0.045978
2000,0.075470,0.077698,0.099031,0.135771,0.150498,0.139011,0.137607,0.087440,0.110875,0.117323,0.136997,0.156213,0.075234,0.071690
2500,0.117029,0.123192,0.154078,0.179304,0.230137,0.164060,0.254382,0.246682,0.149625,0.170944,0.228952,0.231736,0.208756,0.101941
3000,0.168628,0.190442,0.208456,0.248390,0.303802,0.406630,0.227621,0.351517,0.207012,0.241312,0.307583,0.257477,0.218439,0.308030
3500,0.229807,0.258079,0.268265,0.296898,0.371053,0.517509,0.347111,0.304401,0.295361,0.310006,0.385757,0.465827,0.342598,0.407910
4000,0.299732,0.346088,0.343005,0.411417,0.443451,0.635561,0.627627,0.398252,0.369512,0.443998,0.442427,0.460139,0.640480,0.439863
4500,0.379856,0.449807,0.432263,0.467195,0.542580,0.721542,0.800758,0.701478,0.465988,0.486354,0.584624,0.639311,0.760053,0.600268
500,0.005068,0.004807,0.007316,0.002415,0.004564,0.006043,0.011678,0.017762,0.009756,0.009509,0.003325,0.003392,0.009168,0.014082
5000,0.467790,0.580480,0.526168,0.564877,0.661825,0.977146,0.926334,0.870375,0.566705,0.661865,0.679925,0.734539,0.931061,0.733010
5500,0.573138,0.710369,0.681013,0.729246,0.833972,0.864803,0.963830,0.929476,0.681446,0.710798,0.777392,0.899047,1.094698,0.864552
6000,0.682264,0.886302,0.807983,0.910551,1.322420,1.491913,2.309816,4.205460,0.847966,0.915428,1.053275,1.249857,1.560767,1.792410
6500,0.797663,1.051530,0.936767,1.045261,1.106396,2.163805,2.000548,1.824873,0.995139,1.060430,1.047687,1.532812,1.792426,1.769514
7000,0.942203,1.260234,1.069512,1.175371,1.622680,2.961304,2.022915,6.329316,1.138197,1.194044,1.398169,1.704687,1.871456,1.673034
7500,1.090960,1.525361,1.150556,1.321501,1.409730,2.326924,2.015892,4.011280,1.316203,1.368548,1.405970,1.897817,2.126037,2.236682
8000,1.224582,1.769887,1.367715,1.418944,1.616657,1.941734,2.476677,4.957639,1.506082,1.543471,1.660671,1.983571,2.266362,2.400430
8500,1.368797,1.936961,1.458170,1.561522,1.941618,3.838891,2.920159,2.549020,1.627409,1.822487,2.010356,2.451867,2.868898,2.925113
9000,1.535598,2.254597,1.702808,1.837602,2.253221,2.880496,3.794000,4.126844,1.877530,1.946270,2.206694,2.446682,2.932113,3.205015
9500,1.710064,2.640988,1.923241,1.958690,2.500166,2.874223,4.980987,4.458600,2.059253,2.132391,2.319923,3.003167,3.375717,3.272561
1000,0.018682,0.019763,0.038496,0.033554,0.015619,0.036132,0.017523,0.011183,0.037029,0.032248,0.014009,0.021827,0.016159,0.015394
10000,1.903379,2.892931,2.090465,2.116145,2.532235,3.893472,3.464520,6.079829,2.265232,2.337067,2.619443,3.385168,3.556833,3.586869
1500,0.042154,0.042203,0.072123,0.088003,0.100919,0.100476,0.033759,0.047943,0.075482,0.088239,0.069222,0.096042,0.043567,0.038639
2000,0.074804,0.077950,0.110160,0.143313,0.117993,0.186822,0.054175,0.102289,0.110087,0.124093,0.117482,0.098829,0.163808,0.044140
2500,0.117029,0.123172,0.155768,0.173903,0.225422,0.293680,0.228246,0.054865,0.159739,0.185932,0.256386,0.163783,0.294050,0.175756
3000,0.168316,0.179963,0.206118,0.250809,0.304805,0.290661,0.284349,0.309282,0.208419,0.274487,0.324968,0.431484,0.378729,0.286966
3500,0.231562,0.251567,0.263198,0.339296,0.406168,0.507160,0.333829,0.323134,0.291897,0.295920,0.355359,0.375471,0.546322,0.292192
4000,0.299641,0.359355,0.402113,0.423716,0.487972,0.495403,0.543223,0.421437,0.377587,0.389581,0.469727,0.545480,0.477146,0.402595
4500,0.379325,0.446083,0.430300,0.466527,0.567667,0.751070,0.771291,0.539611,0.461243,0.528186,0.533972,0.568699,0.672987,0.559969
500,0.004898,0.004914,0.004508,0.012146,0.003900,0.002305,0.006084,0.019114,0.005181,0.006793,0.003016,0.002539,0.008618,0.018069
5000,0.467637,0.579580,0.517340,0.620352,0.736473,0.934200,0.799218,0.900770,0.574821,0.632204,0.690982,0.669578,0.803177,0.696069
5500,0.573418,0.718532,0.632435,0.671905,0.841088,1.082681,1.024995,0.985118,0.680375,0.802759,0.870038,1.056145,0.929076,0.966089
6000,0.687624,0.911350,0.808755,0.919484,0.942058,1.469280,2.764233,6.378811,0.831027,0.912101,1.031837,1.387420,1.553925,1.643783
6500,0.800660,1.058139,0.936765,0.981239,1.445703,1.767280,1.819621,1.499599,0.958869,1.063705,1.173848,1.561183,1.795896,1.676530
7000,0.925463,1.295863,1.065518,1.179378,1.474771,2.269646,5.658388,3.977176,1.125186,1.206422,1.331309,1.743552,1.932074,2.166539
7500,1.067601,1.470788,1.200443,1.331620,1.402894,1.622066,2.905305,5.454127,1.334540,1.374975,1.454918,1.652900,2.150097,2.570456
8000,1.217749,1.718799,1.364376,1.486792,2.006123,2.106460,4.311866,7.017790,1.462784,1.606296,1.718088,1.931661,2.358720,2.364196
8500,1.366636,1.998819,1.525638,1.684528,1.885344,2.835721,3.323754,6.657975,1.663617,1.715800,1.964959,2.714502,2.965201,3.129886
9000,1.532027,2.327740,1.704957,2.043672,2.038557,3.161963,3.068663,4.538769,1.846739,1.941187,2.176341,2.232089,2.978638,3.032649
9500,1.709309,2.536938,1.945737,2.041732,2.289159,3.370126,3.291902,4.421069,2.114381,2.145725,2.267063,2.680326,3.133962,3.703181
1000,0.018706,0.020049,0.040334,0.024611,0.046544,0.017274,0.019202,0.014471,0.036427,0.025279,0.022071,0.019528,0.021912,0.023395
10000,1.898815,2.947584,2.090283,2.141502,2.443313,2.978312,3.758988,4.276224,2.310384,2.330947,2.671815,3.368369,3.373103,3.687220
1500,0.042070,0.042316,0.063629,0.097507,0.091355,0.064133,0.032061,0.028896,0.080292,0.075155,0.086896,0.095034,0.048637,0.025930
2000,0.074879,0.078001,0.109894,0.142834,0.113846,0.161656,0.142559,0.080845,0.100170,0.126232,0.147556,0.161538,0.049580,0.081903
2500,0.120678,0.123161,0.154229,0.185577,0.227496,0.192592,0.167612,0.143774,0.156106,0.171580,0.235711,0.214740,0.292386,0.259939
3000,0.168482,0.179939,0.232120,0.254746,0.321530,0.320607,0.283095,0.301435,0.215501,0.246483,0.289327,0.350084,0.436486,0.361838
3500,0.229320,0.251264,0.271149,0.317194,0.370355,0.486044,0.339795,0.485085,0.281481,0.301680,0.358188,0.384101,0.386377,0.448355
4000,0.299880,0.344862,0.344881,0.393396,0.501035,0.621069,0.708000,0.396414,0.376120,0.388339,0.466320,0.637924,0.598203,0.363009
4500,0.379810,0.447574,0.430104,0.466684,0.613569,0.803203,0.593039,0.523733,0.463407,0.548131,0.569399,0.735712,0.602185,0.496742
500,0.004919,0.004775,0.010583,0.004597,0.004480,0.004143,0.009240,0.017210,0.008699,0.004750,0.003325,0.004125,0.008814,0.019729
5000,0.468226,0.568188,0.526230,0.642231,0.678321,0.725035,0.732400,0.793950,0.581386,0.654491,0.673453,0.721864,0.844222,0.763403
5500,0.573862,0.717714,0.615289,0.683949,0.800407,0.941214,0.881130,0.936146,0.686301,0.731205,0.838212,1.056064,1.123251,0.834763
6000,0.701064,0.907878,0.808108,0.913431,1.004473,2.791376,1.517554,1.517124,0.845306,0.898784,1.056406,1.394425,1.375180,1.659983
6500,0.822929,1.037897,0.934275,0.969042,1.377963,2.863669,2.278950,1.457557,0.995225,1.063350,1.167073,1.608354,1.778585,1.906186
7000,0.928753,1.326842,1.084509,1.180403,1.559593,3.090584,2.135594,2.227992,1.127145,1.208671,1.433323,1.616075,1.920561,2.232543
7500,1.068079,1.471658,1.260299,1.338805,1.785964,2.027514,2.238380,2.316445,1.292403,1.369142,1.363734,1.827687,2.230678,2.207782
8000,1.231109,1.768220,1.362416,1.404107,1.648636,2.453757,2.204543,2.548133,1.459814,1.546803,1.827323,1.964443,2.580582,2.463452
8500,1.410042,1.933783,1.478888,1.586911,2.184801,3.907117,2.458253,5.770546,1.644966,1.723729,1.943924,2.103322,2.804201,3.102216
9000,1.530082,2.261983,1.703293,1.817713,1.860418,3.016936,3.082201,6.663297,1.828140,1.939409,2.156236,2.706851,2.952193,3.276766
9500,1.708513,2.587291,1.851292,2.032422,2.463350,4.287147,3.765745,3.565574,2.081757,2.148850,2.388206,3.070614,3.068983,4.131279
1000,0.018801,0.020001,0.047669,0.031155,0.023072,0.011011,0.016614,0.023275,0.038348,0.029765,0.006477,0.009153,0.021429,0.033017
10000,1.903039,3.022924,2.077789,2.207771,2.684885,4.500292,3.014297,7.839203,2.262152,2.351330,2.648513,3.136459,3.634194,3.711658
1500,0.042101,0.042488,0.074260,0.090506,0.084465,0.097718,0.025074,0.082504,0.074654,0.094304,0.091183,0.089214,0.033761,0.040749
2000,0.074909,0.078030,0.109441,0.145409,0.111556,0.094641,0.066196,0.098190,0.108611,0.128078,0.115769,0.102088,0.146540,0.071267
2500,0.116945,0.123054,0.153794,0.183203,0.232426,0.211933,0.321272,0.118430,0.158133,0.194212,0.253464,0.275774,0.322809,0.211868
3000,0.168545,0.179695,0.209093,0.249793,0.283954,0.377950,0.276380,0.275278,0.211509,0.242746,0.289189,0.402103,0.235863,0.335232
3500,0.229330,0.251169,0.333351,0.321120,0.393656,0.485815,0.525284,0.223626,0.282775,0.373875,0.366962,0.505179,0.486492,0.481085
4000,0.299879,0.343055,0.351292,0.391784,0.455566,0.685539,0.480614,0.426835,0.370581,0.422796,0.444094,0.513284,0.625108,0.389215
4500,0.379604,0.442468,0.438495,0.465827,0.610598,0.622432,0.811783,0.746714,0.464621,0.487978,0.513654,0.769281,0.789919,0.610190
500,0.004762,0.004792,0.011907,0.007302,0.006219,0.008444,0.009605,0.019042,0.003671,0.008308,0.002279,0.004580,0.013440,0.015099
5000,0.468522,0.577443,0.524854,0.583111,0.642447,0.728061,0.927750,0.807627,0.570540,0.582305,0.691269,0.918567,0.937721,0.705132
5500,0.574794,0.704612,0.626539,0.663360,0.872642,1.092135,0.935915,0.875865,0.676258,0.773639,0.781487,1.036745,1.101344,0.974363
6000,0.681386,0.887104,0.789022,0.920105,1.287232,1.327232,1.973446,5.157810,0.915237,0.907864,1.039459,1.319539,1.589289,1.520579
6500,0.822639,1.073912,0.924081,1.136528,1.419679,1.726868,1.291446,4.892718,0.982338,1.055141,1.226851,1.354955,1.586711,1.878260
7000,0.924435,1.299958,1.069423,1.179320,1.230968,3.057260,1.937088,3.948489,1.146139,1.213659,1.382411,1.722453,1.759725,1.941834
7500,1.098122,1.477860,1.212505,1.345138,1.806197,2.042560,2.819202,1.922327,1.290062,1.431906,1.536590,1.837928,2.085131,2.325952
8000,1.222857,1.785109,1.363297,1.376261,1.752437,2.073061,2.090911,2.626871,1.499027,1.544844,1.583040,1.907964,2.530577,2.681613
8500,1.367813,1.969199,1.568700,1.685036,1.761643,2.214175,3.466380,2.975999,1.635044,1.720600,1.818302,2.719873,3.204180,3.230046
9000,1.530392,2.280929,1.706908,1.823787,2.255579,3.899411,2.769856,6.864739,1.857843,1.925043,2.226872,2.822847,3.004209,2.943946
9500,1.762464,2.547656,1.936386,2.024269,2.320155,2.897284,5.436260,5.762110,2.054039,2.145948,2.441825,2.570125,2.972893,3.329078
1000,0.019858,0.021091,0.038063,0.030912,0.023979,0.019452,0.023853,0.013622,0.036849,0.029557,0.021852,0.013209,0.016841,0.017452
10000,1.902790,2.889792,2.075036,2.210064,2.758526,3.554144,3.452933,3.886912,2.261108,2.389365,2.543838,3.094847,3.611672,3.818110
1500,0.042102,0.042221,0.071780,0.083716,0.088326,0.059747,0.045049,0.020941,0.074583,0.074155,0.072171,0.041482,0.032812,0.037697
2000,0.074905,0.077719,0.099520,0.116132,0.134718,0.184268,0.118372,0.081775,0.111619,0.138162,0.122689,0.131114,0.133967,0.087296
2500,0.116978,0.122978,0.149521,0.171466,0.250375,0.232638,0.241096,0.149752,0.149961,0.175445,0.232993,0.163893,0.176249,0.144855
3000,0.168745,0.181484,0.231585,0.245268,0.321592,0.257690,0.221935,0.197476,0.209983,0.245464,0.274682,0.289377,0.255929,0.307409
3500,0.229251,0.252287,0.272734,0.329249,0.398934,0.508675,0.441722,0.432410,0.292919,0.315737,0.335134,0.342755,0.368547,0.336376
4000,0.299516,0.344584,0.344419,0.379849,0.479507,0.592075,0.560985,0.468048,0.443096,0.415355,0.480324,0.657451,0.675863,0.572565
4500,0.379569,0.448263,0.496645,0.463557,0.537658,0.779156,0.662147,0.588764,0.463050,0.568910,0.547525,0.727280,0.672875,0.562878
500,0.005634,0.005476,0.006033,0.004634,0.008226,0.005999,0.007495,0.018170,0.006569,0.004513,0.003021,0.006355,0.013298,0.014717
5000,0.468194,0.608174,0.594384,0.642885,0.699985,0.847280,0.969391,0.813750,0.631595,0.611838,0.679467,0.946733,0.750672,0.893272
5500,0.574858,0.708346,0.628002,0.739421,0.889090,1.069463,1.025593,0.844054,0.685172,0.731681,0.848114,0.915437,0.967287,0.862381
6000,0.681448,0.887490,0.849613,0.832754,1.279613,2.821740,2.155348,1.482801,0.842213,0.920110,1.071024,1.544186,1.399603,1.695294
6500,0.798607,1.047040,0.930454,1.048248,1.383057,2.954846,2.106749,5.618444,0.993163,1.062190,1.143194,1.595714,1.828139,1.836007
7000,0.924796,1.290829,1.112563,1.177243,1.286064,3.160264,2.087390,5.935127,1.145963,1.200957,1.407699,1.640070,1.700382,1.896592
7500,1.066859,1.525060,1.261506,1.352859,1.860453,2.182094,2.278102,2.508065,1.292629,1.367616,1.485060,1.844300,2.182691,2.198339
8000,1.218717,1.702499,1.368437,1.535841,1.600067,3.747195,2.483332,4.650705,1.422013,1.542914,1.653171,1.917857,2.572455,2.705233
8500,1.370585,2.022634,1.531683,1.670220,2.143756,3.841206,3.108358,6.613893,1.685821,1.729002,1.806821,2.298122,2.952125,2.787295
9000,1.543792,2.250542,1.696342,1.844733,2.356216,2.753943,2.732916,3.710568,1.851322,1.986956,2.202009,2.938779,3.180275,3.095252
9500,1.721138,2.563171,1.890835,1.964893,2.117257,3.136501,3.266058,4.898925,2.037100,2.146559,2.448154,2.998755,3.398683,3.666548
1000,0.018728,0.019992,0.042652,0.024835,0.016109,0.006570,0.019359,0.019870,0.045216,0.027140,0.018112,0.015799,0.012376,0.033211
10000,1.898464,2.943247,2.095614,2.210724,2.240961,3.434617,3.721406,6.755519,2.237663,2.340988,2.538723,3.116132,3.430198,3.441197
1500,0.042029,0.042546,0.072060,0.075023,0.105755,0.083912,0.076493,0.036033,0.071862,0.074583,0.095331,0.088393,0.040147,0.044351
2000,0.074866,0.078039,0.113300,0.127255,0.156424,0.131685,0.184167,0.090973,0.108301,0.145130,0.131666,0.155052,0.161747,0.073205
2500,0.116983,0.124604,0.155847,0.183684,0.198814,0.145286,0.189962,0.103735,0.149364,0.191656,0.203084,0.282475,0.172814,0.086761
3000,0.168343,0.179725,0.210598,0.242067,0.327080,0.251447,0.259659,0.387213,0.207712,0.252775,0.265834,0.265720,0.451357,0.273733
3500,0.229227,0.253682,0.333155,0.319572,0.345473,0.455770,0.522144,0.487042,0.292879,0.296197,0.327710,0.484757,0.489721,0.235496
4000,0.299565,0.345800,0.399457,0.391855,0.512014,0.486118,0.431051,0.572154,0.434785,0.392131,0.501140,0.615941,0.628033,0.436927
4500,0.379643,0.440995,0.436022,0.467682,0.554406,0.742556,0.702623,0.524971,0.460738,0.553608,0.590195,0.692752,0.541110,0.503751
500,0.004729,0.004769,0.013494,0.011292,0.008509,0.003089,0.009216,0.018451,0.007731,0.003041,0.006524,0.008696,0.007288,0.018369
5000,0.470333,0.580108,0.541209,0.567991,0.680843,0.764766,0.917116,0.714279,0.585179,0.608795,0.657087,0.879225,0.793090,0.958257
5500,0.591672,0.715055,0.680759,0.664172,0.790083,1.026017,0.996692,0.832140,0.729070,0.712078,0.780661,0.871380,1.131096,0.788199
6000,0.682063,0.891319,0.801707,0.917645,1.003354,1.206948,1.187998,3.450011,0.838337,0.903740,1.042510,1.549811,1.646947,1.674299
6500,0.799450,1.047769,0.933794,1.052893,1.210110,2.853227,1.440571,5.166229,1.003502,1.050226,1.221248,1.589303,1.979079,1.644474
7000,0.924362,1.278277,1.068928,1.105799,1.575292,1.462059,2.090957,6.787669,1.130868,1.204885,1.383576,1.711329,1.845286,1.879028
7500,1.067096,1.489193,1.161393,1.345641,1.424891,2.179078,2.932846,5.725160,1.289142,1.366460,1.451419,1.891049,2.205114,2.534413
8000,1.236986,1.768201,1.376386,1.544745,1.566954,3.720196,3.217145,2.188630,1.481270,1.539790,1.700149,1.897527,2.158017,2.383221
8500,1.366977,1.974106,1.534430,1.682060,1.660234,3.730663,2.800656,3.208030,1.714649,1.728447,1.969204,2.559603,2.685539,2.930440
9000,1.533010,2.283607,1.706295,1.832404,2.221470,2.239299,3.674930,5.229636,1.842557,1.952830,2.041531,2.348767,3.247579,2.998760
9500,1.707680,2.573109,1.887490,1.952275,2.240224,3.398334,3.925762,4.194399,2.128835,2.151215,2.462892,2.537597,3.322390,3.806133
1000,0.018727,0.020025,0.039023,0.033155,0.034602,0.015372,0.022976,0.022766,0.042684,0.035043,0.042371,0.009848,0.010567,0.011340
10000,1.897740,2.944792,2.078690,2.158568,2.518118,3.270772,3.347546,3.649063,2.239882,2.341214,2.750668,3.050593,3.458065,3.832932
1500,0.042086,0.042489,0.057405,0.087058,0.103956,0.100027,0.032746,0.034654,0.071538,0.056503,0.090654,0.063633,0.046391,0.046504
2000,0.074822,0.078143,0.102813,0.147242,0.152171,0.177245,0.064801,0.092350,0.110235,0.116561,0.153821,0.108202,0.115775,0.051927
2500,0.116990,0.122700,0.158491,0.173676,0.237976,0.151607,0.301413,0.154275,0.155900,0.172680,0.236783,0.163984,0.311494,0.250711
3000,0.168369,0.180050,0.206065,0.252402,0.312193,0.312962,0.345572,0.353627,0.236635,0.245596,0.304569,0.384900,0.422363,0.320277
3500,0.230208,0.251139,0.270980,0.322015,0.363251,0.377764,0.530672,0.433738,0.292505,0.315979,0.361791,0.515979,0.567483,0.409968
